station_name,station_id,capacity,mechanical_bikes,electric_bikes,total_bikes_available,available_docks,latitude,longitude,commune_code,commune_name,is_installed,is_renting,is_returning,updated_at
Paul Vaillant-Couturier - Victor Hugo,23004,36,5,5,10,24,48.89819702263572,2.293848017974069,92044,Levallois-Perret,True,True,True,2026-03-12T15:36:24+00:00
Place du 14 Juillet,22408,22,0,1,1,20,48.819266959525,2.3011998832226,92046,Malakoff,True,True,True,2026-03-12T15:37:15+00:00
Place Lafayette,21306,62,42,10,52,7,48.829654975522,2.2638675570488,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:38:00+00:00
Halles - Bourdonnais,1021,20,10,4,14,6,48.860448992575,2.3460162431002,75056,Paris,True,True,True,2026-03-12T15:37:39+00:00
Saint-Mandé - Fabre d'Eglantine,12018,34,5,8,13,19,48.8453579,2.3965022,75056,Paris,True,True,True,2026-03-12T15:34:29+00:00
Placette Grégoire Collas,51002,25,2,6,8,16,48.94342014002797,2.2487476095557213,95018,Argenteuil,True,True,True,2026-03-12T15:34:55+00:00
Porte des Lilas - Faidherbe,32601,39,1,1,2,37,48.87861855668978,2.4120327830314636,93045,Les Lilas,True,True,True,2026-03-12T15:33:45+00:00
Alexandre Parodi - Quai de Valmy,10162,24,1,4,5,17,48.879359419425,2.3665961623192,75056,Paris,True,True,True,2026-03-12T15:37:18+00:00
Auguste Blanqui - Corvisart,13009,26,1,1,2,24,48.8300989,2.3502726,75056,Paris,True,True,True,2026-03-12T15:35:39+00:00
Gare du Stade,27005,20,6,9,15,5,48.9312676,2.2603778,92025,Colombes,True,True,True,2026-03-12T15:34:54+00:00
Arsène Houssaye - Friedland,8201,29,1,11,12,17,48.874510616163,2.2994716674148,75056,Paris,True,True,True,2026-03-12T15:35:01+00:00
Place des Fêtes - Solitaires,19210,29,1,1,2,27,48.876644633122,2.3920327806309,75056,Paris,True,True,True,2026-03-12T15:33:42+00:00
Londres - Place d'Estienne d'Orves,9102,25,1,4,5,20,48.876693805756986,2.3305362090468407,75056,Paris,True,True,True,2026-03-12T15:37:56+00:00
Dunkerque - Trudaine,9006,16,2,1,3,8,48.88215166773376,2.3463253676891327,75056,Paris,True,True,True,2026-03-12T15:37:52+00:00
Joseph Dijon - Ornano,18030,37,0,4,4,33,48.89374453351521,2.3476678133010864,75056,Paris,True,True,True,2026-03-12T15:30:32+00:00
Square Denise Buisson,31005,45,7,4,11,34,48.8562322730982,2.426436245441437,93048,Montreuil,True,True,True,2026-03-12T15:35:49+00:00
Rottembourg - Général Michel Bizot,12155,42,24,3,27,14,48.83787825992554,2.4044052511453633,75056,Paris,True,True,True,2026-03-12T15:37:31+00:00
Marché Saint-Quentin,10021,15,0,5,5,8,48.877356057652,2.3545114456374,75056,Paris,True,True,True,2026-03-12T15:34:33+00:00
Constant Coquelin - Invalides,7202,31,19,3,22,7,48.848283157236,2.315749520203,75056,Paris,True,True,True,2026-03-12T15:37:01+00:00
Champs-Elysees - Bassano,8116,25,0,0,0,25,48.871811807816,2.300238981843,75056,Paris,True,False,False,2021-02-21T19:09:18+00:00
Charenton - Prague,12101,26,17,9,26,0,48.848175129981,2.3763584494312,75056,Paris,True,True,True,2026-03-12T15:37:48+00:00
Square Etienne Jarousse,21707,25,1,3,4,21,48.82485182597129,2.2925933450460434,92075,Vanves,True,True,True,2026-03-12T15:30:10+00:00
Cloître Saint-Merri - Renard,4019,32,13,8,21,10,48.858835448898,2.3518279194832,75056,Paris,True,True,True,2026-03-12T15:37:05+00:00
Hôpital Necker,15129,40,4,0,4,35,48.846043490118454,2.313245013356209,75056,Paris,True,True,True,2026-03-12T15:33:56+00:00
Bourg l'Abbé - Saint-Martin,3102,61,44,5,49,10,48.863933319493,2.352406270802,75056,Paris,True,True,True,2026-03-12T15:38:16+00:00
Gare d'Argenteuil,51001,40,5,23,28,11,48.947022436806705,2.256898172199726,95018,Argenteuil,True,True,True,2026-03-12T15:37:27+00:00
Jules Guesdes - Général de Gaulle,21315,24,3,2,5,19,48.81930581291959,2.278934195637703,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:37:10+00:00
Hôtel de Ville de Sèvres,23102,32,2,3,5,25,48.824363561289,2.2131047397852,92072,Sèvres,True,True,True,2026-03-12T15:36:16+00:00
Place Aimé Césaire,21402,27,3,7,10,17,48.783194713067815,2.2429127991199493,92023,Clamart,True,True,True,2026-03-12T15:34:17+00:00
Bruant - Vincent Auriol,13018,25,10,3,13,12,48.834848452929,2.3668264996271,75056,Paris,True,True,True,2026-03-12T15:38:14+00:00
Jean Monnet - Iles,21303,32,9,6,15,15,48.823393984057304,2.2497073194874866,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:35:34+00:00
Place Charles Michels,15127,37,30,2,32,4,48.846401,2.28502,75056,Paris,True,True,True,2026-03-12T15:38:12+00:00
Benoît Frachon - République,20105,30,6,12,18,12,48.85230729014318,2.415605485439301,75056,Paris,True,True,True,2026-03-12T15:35:38+00:00
Marne - Charles de Gaulle,41401,27,0,1,1,26,48.815071719544434,2.4121668934822087,94002,Alfortville,True,True,True,2026-03-12T15:37:10+00:00
Saint-Benoît - Jacob,6002,23,14,0,14,8,48.85545136013941,2.3334722220897675,75056,Paris,True,True,True,2026-03-12T15:34:43+00:00
Didot - Place de Moro-Giafferi,14031,22,4,3,7,15,48.8337,2.3215,75056,Paris,True,True,True,2026-03-12T15:29:27+00:00
Favart - Italiens,2013,17,2,5,7,8,48.871446353921,2.3382901058508,75056,Paris,True,True,True,2026-03-12T15:37:41+00:00
Villiers - Batignolles,17024,23,2,3,5,16,48.881252538461,2.3165384307504,75056,Paris,True,True,True,2026-03-12T15:35:32+00:00
Paradis - Hauteville,10019,31,14,1,15,14,48.874999954666755,2.3522757401923404,75056,Paris,True,True,True,2026-03-12T15:37:49+00:00
Bréguet - Sabin,11033,33,26,1,27,6,48.856931678257,2.3706749462105,75056,Paris,True,True,True,2026-03-12T15:37:53+00:00
Stalingrad - Rigollots,41203,51,3,7,10,41,48.84997403844251,2.45557576417923,94033,Fontenay-sous-Bois,True,True,True,2026-03-12T15:34:58+00:00
Gare du Nord - Saint-Vincent de Paul,10033,24,0,0,0,24,48.880955741648,2.3524305148385,75056,Paris,True,True,True,2026-03-12T15:37:41+00:00
Place du Général Leclerc,43201,22,2,5,7,11,48.76529107158,2.3926565092808,94073,Thiais,True,True,True,2026-03-12T15:36:57+00:00
Porte de Bagnolet,20022,33,0,4,4,28,48.864707139122984,2.408344637349607,75056,Paris,True,True,True,2026-03-12T15:32:22+00:00
Reuilly - Place Felix Eboue,12036,42,1,4,5,35,48.84030274499962,2.394630398715453,75056,Paris,True,True,True,2026-03-12T15:38:14+00:00
Cité Riverin - Château d'Eau,10008,18,7,5,12,4,48.870702423554306,2.358739863900845,75056,Paris,True,True,True,2026-03-12T15:37:38+00:00
Flandrin - Longchamp,16012,42,9,2,11,27,48.86877849178477,2.274354539176829,75056,Paris,True,True,True,2026-03-12T15:37:21+00:00
Porte Molitor,16036,60,4,4,8,52,48.84524763511433,2.2569015249609947,75056,Paris,True,True,True,2026-03-12T15:37:47+00:00
Claude Vellefaux - Hôpital Saint-Louis,10032,32,3,4,7,22,48.872859139003,2.3700717069851,75056,Paris,True,True,True,2026-03-12T15:37:24+00:00
Place de la Nation - Picpus,12015,36,2,2,4,32,48.846821681548,2.4001130461693,75056,Paris,True,True,True,2026-03-12T15:32:33+00:00
Maxime Gorki - Louis Aragon,48004,20,0,0,0,20,48.78909814728443,2.368387877941132,94076,Villejuif,True,True,True,2026-03-12T15:29:21+00:00
Poissonniers - Championnet,18139,28,4,5,9,19,48.89543299733937,2.3530178144574165,75056,Paris,True,True,True,2026-03-12T15:32:51+00:00
Murat - Porte de Saint-Cloud,16042,38,3,6,9,29,48.83750862621299,2.2577651962637906,75056,Paris,True,True,True,2026-03-12T15:35:45+00:00
Crevaux - Bugeaud,16105,31,0,5,5,26,48.87080942867,2.2811490076919,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Place de la Madeleine - Royale,8117,43,25,6,31,10,48.869228052648,2.324421107769,75056,Paris,True,True,True,2026-03-12T15:37:09+00:00
Bourdon - Pont Morland,4006,52,24,9,33,18,48.8478103,2.3659356,75056,Paris,True,True,True,2026-03-12T15:37:47+00:00
Ecoles - Carmes,5007,36,20,10,30,4,48.848904447989,2.3473486304283,75056,Paris,True,True,True,2026-03-12T15:36:27+00:00
Perle - Vieille du Temple,3008,36,11,10,21,15,48.8601346,2.3611206,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Roger Salengro - Général de Gaulle,45002,27,6,10,16,11,48.820029010376956,2.4846760556101803,94017,Champigny-sur-Marne,True,True,True,2026-03-12T15:37:25+00:00
Cadix - Hameau,15128,37,31,4,35,1,48.8340107632249,2.289516180753708,75056,Paris,True,True,True,2026-03-12T15:37:59+00:00
Camille Risch - Paul Armangot,44014,25,4,1,5,20,48.774703,2.373685,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:28:38+00:00
Turbigo - Française,1007,16,9,5,14,1,48.86358858111446,2.3477794602513313,75056,Paris,True,True,True,2026-03-12T15:38:12+00:00
Mairie d'Issy,21309,41,33,2,35,6,48.823767792468,2.2723111510277,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:37:47+00:00
Mairie du 16ème,16013,35,0,1,1,34,48.863936848471994,2.2765953093767166,75056,Paris,True,True,True,2026-03-12T15:35:48+00:00
Cité Vaneau,7012,26,9,6,15,10,48.8542210666207,2.319614924490452,75056,Paris,True,True,True,2026-03-12T15:35:35+00:00
Pyrénées - Avron,20008,32,0,1,1,31,48.853246898211985,2.405871044529538,75056,Paris,True,True,True,2026-03-12T15:31:50+00:00
Leibniz - Jean Dollfus,18034,32,1,1,2,30,48.896328348515986,2.333390423834684,75056,Paris,True,True,True,2026-03-12T15:31:29+00:00
Gare de Reuilly - Picpus,12019,28,1,7,8,19,48.84267354116789,2.3972943797707558,75056,Paris,True,True,True,2026-03-12T15:37:56+00:00
Jourdan - Cité Universitaire,14135,39,3,8,11,27,48.819897343156676,2.3397007964124366,75056,Paris,True,True,True,2026-03-12T15:36:46+00:00
Gare Saint-Lazare - Stockholm,8110,32,3,3,6,26,48.877127316667654,2.322417162358761,75056,Paris,True,True,True,2026-03-12T15:35:28+00:00
Beaubourg - Michel-le-Comte,3010,17,7,3,10,7,48.862534941806,2.3543103039265,75056,Paris,True,True,True,2026-03-12T15:37:58+00:00
Centquatre,19002,42,2,4,6,33,48.889333538455,2.3707854375243,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Louis Blanc - La Chapelle,10034,21,1,4,5,15,48.884008964514,2.3599335551262,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Centre Georges Pompidou,4021,26,5,5,10,13,48.861419,2.352581,75056,Paris,True,True,True,2026-03-12T15:37:14+00:00
Cordelières - Arago,13005,60,34,2,36,24,48.83548071896613,2.348572461702221,75056,Paris,True,True,True,2026-03-12T15:38:04+00:00
Place de la Nation - Charonne,20001,36,0,4,4,32,48.848364667777,2.3997623859813,75056,Paris,True,True,True,2026-03-12T15:37:44+00:00
Phalsbourg - Villiers,17019,20,0,3,3,17,48.88242307900951,2.3090453445911407,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Petit - Georges Thill,19201,23,2,0,2,20,48.88603131999171,2.3895753175020222,75056,Paris,True,True,True,2026-03-12T15:33:58+00:00
Emile Reynaud - Porte de la Villette,19010,22,2,1,3,18,48.90098953630053,2.3887022584676743,75056,Paris,True,True,True,2026-03-12T15:33:34+00:00
Bargue -  Dutot,15132,21,1,5,6,15,48.837884,2.308876,75056,Paris,True,True,True,2026-03-12T15:34:50+00:00
Pyrénées - Plaine,20006,12,4,2,6,6,48.85026702458,2.4062821269035,75056,Paris,True,True,True,2026-03-12T15:37:14+00:00
Maurice d'Ocagne - General Maudhuy,14137,30,1,0,1,29,48.82414282524159,2.3158789426088333,75056,Paris,True,True,True,2026-03-12T15:38:00+00:00
Petites Ecuries - Faubourg Saint-Denis,10006,28,13,5,18,5,48.872871205898,2.3542150855064,75056,Paris,True,True,True,2026-03-12T15:37:38+00:00
Dunkerque - Alsace,10027,20,5,3,8,11,48.879355,2.358379,75056,Paris,True,True,True,2026-03-12T15:36:48+00:00
Maurice Payret-Dortail,21506,22,5,6,11,10,48.87811957063342,2.2233625128865246,92073,Suresnes,True,True,True,2026-03-12T15:32:39+00:00
Archives - Rivoli,4103,25,19,1,20,5,48.857346707443,2.3539767041802,75056,Paris,True,True,True,2026-03-12T15:38:01+00:00
Maine - Liancourt,14103,27,1,2,3,24,48.835064363954,2.323731449974,75056,Paris,True,True,True,2026-03-12T15:34:29+00:00
Beaumarchais - Saint-Gilles,3001,51,27,14,41,9,48.8580378,2.3679352,75056,Paris,True,True,True,2026-03-12T15:37:48+00:00
Bosquet - Saint-Dominique,7021,28,8,9,17,10,48.858651709526,2.3037165802346,75056,Paris,True,True,True,2026-03-12T15:38:08+00:00
Louis le Grand - Italiens,2015,33,11,15,26,5,48.870508937204,2.3340544619393,75056,Paris,True,True,True,2026-03-12T15:35:25+00:00
Saint-Denis - Université,32013,24,2,9,11,10,48.94563430946964,2.3638297989964485,93066,Saint-Denis,True,True,True,2026-03-12T15:33:20+00:00
Joffre - Aigle,22503,20,4,6,10,9,48.904033,2.245096,92035,La Garenne-Colombes,True,True,True,2026-03-12T15:38:06+00:00
Nationale - Vincent Auriol,13017,33,0,7,7,25,48.83252708397293,2.362354410392119,75056,Paris,True,True,True,2026-03-12T15:37:12+00:00
Cours de Vincennes - Soult,12020,45,1,2,3,41,48.846918761569,2.4105220288038,75056,Paris,True,True,True,2026-03-12T15:38:04+00:00
Temple - Haudriettes,3009,19,7,5,12,7,48.861636880212,2.3566960206458,75056,Paris,True,True,True,2026-03-12T15:34:47+00:00
Blancs-Manteaux - Archives,4014,29,12,2,14,15,48.85941800703,2.3559471219778,75056,Paris,True,True,True,2026-03-12T15:36:10+00:00
Hôtel de Ville de Chaville,23702,20,0,5,5,13,48.80887149094033,2.188134044408798,92022,Chaville,True,True,True,2026-03-12T15:37:19+00:00
Didot - Mariniers,14022,35,0,1,1,33,48.82650543613106,2.313136198271666,75056,Paris,True,True,True,2026-03-12T15:30:25+00:00
Etienne Marcel - Montorgueil,2002,28,9,3,12,14,48.86450567259199,2.3461959511041637,75056,Paris,True,True,True,2026-03-12T15:37:50+00:00
Gardenat-Lapostol - Velettes,21507,20,1,3,4,16,48.87387,2.224185,92073,Suresnes,True,True,True,2026-03-12T15:31:28+00:00
Place du 17 Octobre,22306,20,15,2,17,3,48.91962690034779,2.2978286134199792,92036,Gennevilliers,True,True,True,2026-03-12T15:37:04+00:00
Kléber - National,22502,20,5,1,6,12,48.906333898712234,2.2393910586833954,92035,La Garenne-Colombes,True,True,True,2026-03-12T15:30:12+00:00
Mairie du 3ème,3006,32,16,7,23,8,48.86446178139141,2.361762821674347,75056,Paris,True,True,True,2026-03-12T15:38:00+00:00
Haxo - Darcy,20205,22,0,1,1,21,48.870493041975,2.404957212224,75056,Paris,True,True,True,2026-03-12T15:30:01+00:00
Cesaria Evora - Rosa Parks,19111,40,7,14,21,19,48.89717672825043,2.3745173960924144,75056,Paris,True,True,True,2026-03-12T15:34:20+00:00
Gare d'Austerlitz - Pont Charles de Gaulle,13125,75,37,7,44,30,48.842319830109,2.3670300096273,75056,Paris,True,True,True,2026-03-12T15:37:58+00:00
Lisbonne - Monceau,8036,47,2,18,20,26,48.877455676814,2.3096942214195,75056,Paris,True,True,True,2026-03-12T15:33:12+00:00
Pierre Sarrazin - Saint-Michel,6031,33,14,1,15,16,48.850908146398,2.342130728066,75056,Paris,True,True,True,2026-03-12T15:30:01+00:00
Eugène Varlin - Place de la Paix,48005,23,0,2,2,21,48.792862,2.363093,94076,Villejuif,True,True,True,2026-03-12T15:36:02+00:00
Froidevaux - Boulard,14133,35,0,1,1,32,48.835147319625,2.3294411972165,75056,Paris,True,True,True,2026-03-12T15:37:56+00:00
Verdier - Jean Jaurès,21215,33,0,5,5,27,48.81614048711214,2.3123561963438988,92049,Montrouge,True,True,True,2026-03-12T15:38:02+00:00
Alouettes - Maréchal de Lattre de Tassigny,41208,22,3,4,7,14,48.85511009293948,2.4930700287222862,94033,Fontenay-sous-Bois,True,True,True,2026-03-12T15:31:23+00:00
Mairie du Kremlin-Bicêtre,42704,25,1,1,2,22,48.81191981537702,2.3570189997553825,94043,Le Kremlin-Bicêtre,True,True,True,2026-03-12T15:31:46+00:00
Jean Bleuzen - Square du 11 Novembre,21706,49,1,2,3,46,48.8232579,2.2965213,92075,Vanves,True,True,True,2026-03-12T15:33:36+00:00
Place de l'Hôtel de Ville,4017,14,12,2,14,0,48.8573314,2.351458,75056,Paris,True,True,True,2026-03-12T15:38:15+00:00
Hippodrome Paris-Vincennes,12163,42,4,15,19,23,48.82048387758518,2.446271181106568,75056,Paris,True,True,True,2026-03-12T15:33:03+00:00
Pau Casals - Neuve Tolbiac,13054,78,39,25,64,14,48.8311602,2.3774395,75056,Paris,True,True,True,2026-03-12T15:37:33+00:00
Place Paul Delouvrier,19130,42,5,4,9,33,48.89197621431365,2.3851288855075836,75056,Paris,True,True,True,2026-03-12T15:35:10+00:00
Candale - Mehul,35012,25,1,4,5,19,48.8893935006175,2.414379715919495,93055,Pantin,True,True,True,2026-03-12T15:33:17+00:00
Édouard Vaillant - Place Jean Jaurès,21505,24,1,4,5,19,48.86265537999924,2.2089037319128613,92073,Suresnes,True,True,True,2026-03-12T15:29:22+00:00
Aboukir - Alexandrie,2016,21,5,8,13,8,48.86868344444473,2.3502043269474897,75056,Paris,True,True,True,2026-03-12T15:34:56+00:00
Square Pierre Lazareff,2004,17,0,2,2,13,48.867141720746,2.3483933508396,75056,Paris,True,True,True,2026-03-12T15:37:48+00:00
Saint-Bon - Rivoli,4018,31,21,1,22,8,48.857999643315,2.3502172809763,75056,Paris,True,True,True,2026-03-12T15:34:31+00:00
Porte de Saint Cloud - Parc des Princes,16044,32,9,3,12,21,48.838662757066,2.2525164484978,75056,Paris,True,True,True,2026-03-12T15:37:27+00:00
Quai Jules Guesde - Saint-Simon,44001,30,9,2,11,18,48.80391487219,2.4089661620274,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:38:14+00:00
Commandant Schloesing - Pétrarque,16202,30,0,5,5,25,48.861773096259,2.2838841134601,75056,Paris,True,True,True,2026-03-12T15:37:28+00:00
Village Saint-Paul,4009,28,15,5,20,7,48.852639866625,2.3607301712036,75056,Paris,True,True,True,2026-03-12T15:35:05+00:00
Gare du Nord - La Chapelle,10041,18,0,1,1,16,48.884178287286,2.3561057075858,75056,Paris,True,True,True,2026-03-12T15:32:18+00:00
Choiseul - Quatre Septembre,2012,44,2,3,5,6,48.869935533187,2.3359975218773,75056,Paris,True,True,True,2026-03-12T15:37:02+00:00
Waldeck Rochet - Germaine Tillon,33020,31,5,13,18,13,48.91105960199651,2.3676301538944244,93001,Aubervilliers,True,True,True,2026-03-12T15:38:07+00:00
Place du 8 mai 1945.,32019,30,16,0,16,14,48.938882272105,2.3566243797541,93066,Saint-Denis,True,True,True,2026-03-12T15:35:19+00:00
Place du Lieutenant Henri Karcher,1026,30,19,4,23,7,48.863490871724466,2.3400671035051346,75056,Paris,True,True,True,2026-03-12T15:34:22+00:00
Grande Rue - Europe,23101,25,10,4,14,9,48.8218104687602,2.205879874527455,92072,Sèvres,True,True,True,2026-03-12T15:37:14+00:00
Custine - Ramey,18015,41,0,2,2,37,48.888735896947,2.3469526693225,75056,Paris,True,True,True,2026-03-12T15:36:58+00:00
Berthier - Porte de Clichy,17106,24,11,1,12,12,48.894222687781,2.3125872006816,75056,Paris,True,True,True,2026-03-12T15:37:23+00:00
Port - Confluence,32024,26,8,3,11,13,48.936093926526,2.3436167797955,93066,Saint-Denis,True,True,True,2026-03-12T15:38:15+00:00
Gare de Sèvres - Ville d'Avray,23107,22,0,4,4,17,48.826262366227,2.2001516849313,92072,Sèvres,True,True,True,2026-03-12T15:34:14+00:00
Marx Dormoy - Château Sainte-Barbe,22601,22,1,2,3,18,48.791782341055324,2.297856844961643,92032,Fontenay-aux-Roses,True,True,True,2026-03-12T15:37:37+00:00
Saint-Honoré - Musée du Louvre,1023,32,10,7,17,15,48.863443132848,2.3348781846405,75056,Paris,True,True,True,2026-03-12T15:38:12+00:00
Guy Môquet - Parvis Georges Marchais,48008,30,0,1,1,28,48.79518840095975,2.35943466424942,94076,Villejuif,True,True,True,2026-03-12T15:37:50+00:00
Charlot - Stade Gabriel Voisin,21323,31,17,11,28,0,48.827228120536,2.268122527474,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:38:14+00:00
Gare RER - Canadiens,43403,40,1,9,10,30,48.819659244971,2.4644082766769,94042,Joinville-le-Pont,True,True,True,2026-03-12T15:38:14+00:00
Résistance - Parmentier,31020,35,0,1,1,33,48.85965138131299,2.436705082654953,93048,Montreuil,True,True,True,2026-03-12T15:29:18+00:00
Jean Jaurès - Paul Lafargue,28005,28,7,1,8,19,48.884933177666,2.2484488785267,92062,Puteaux,True,True,True,2026-03-12T15:37:24+00:00
Arthur Ranc - Hôpital Bichat,18112,26,0,4,4,22,48.8978712500682,2.333521842956543,75056,Paris,True,True,True,2026-03-12T15:32:15+00:00
Verdun - Carnot,42028,28,0,2,2,25,48.808439376064946,2.373795211315155,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:36:55+00:00
Parc Floral du Bel Air,12166,25,2,8,10,13,48.839285711865735,2.438560165464878,75056,Paris,True,True,True,2026-03-12T15:38:11+00:00
Place de la Division Leclerc,22603,34,0,0,0,32,48.793824988636516,2.2731140430551027,92032,Fontenay-aux-Roses,True,True,True,2026-03-12T15:29:54+00:00
Belfort - Victor Hugo,21119,24,13,0,13,10,48.9018492,2.3172724,92024,Clichy,True,True,True,2026-03-12T15:36:39+00:00
Belles Feuilles - Place de Mexico,16010,23,0,3,3,20,48.865804746474,2.2829206287861,75056,Paris,True,True,True,2026-03-12T15:37:55+00:00
Porte Dauphine,16201,65,3,13,16,49,48.871139344351,2.2749781616017,75056,Paris,True,True,True,2026-03-12T15:38:13+00:00
Henri Barbusse - Marcel Cachin,32022,37,4,10,14,22,48.93742089281,2.3720374971659,93066,Saint-Denis,True,True,True,2026-03-12T15:37:34+00:00
Jules Guesdes - Carnot,32020,16,0,6,6,10,48.93828169931872,2.3508992046117783,93066,Saint-Denis,True,True,True,2026-03-12T15:29:08+00:00
Victor Hugo - Gare,27006,22,3,15,18,2,48.923133952658,2.2600970417261,92025,Colombes,True,True,True,2026-03-12T15:35:30+00:00
Place André Malraux,1015,37,23,4,27,3,48.863925158727,2.3356226831675,75056,Paris,True,True,True,2026-03-12T15:37:16+00:00
Place de l'Eglise - Vitry-sur-Seine,44004,28,20,4,24,3,48.791922819921815,2.395057752728462,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:35:52+00:00
Porte de Pantin.,19046,33,1,0,1,31,48.889199725577,2.3950181901455,75056,Paris,True,True,True,2026-03-12T15:35:21+00:00
Saint-Marc - Feydeau,2102,37,15,2,17,19,48.870326843044,2.3418715826353,75056,Paris,True,True,True,2026-03-12T15:37:08+00:00
Danielle Casanova - Opéra,2020,20,7,11,18,2,48.867643242297,2.3333894088864,75056,Paris,True,True,True,2026-03-12T15:36:40+00:00
Magenta - Chabrol,10201,24,5,3,8,16,48.876495350882,2.3560990020633,75056,Paris,True,True,True,2026-03-12T15:36:07+00:00
Bréa - Raspail,6007,24,2,6,8,15,48.842738478258,2.3297942217634,75056,Paris,True,True,True,2026-03-12T15:37:25+00:00
Saint-Mande - Picpus,12016,35,4,3,7,28,48.845127728278,2.4015686296482,75056,Paris,True,True,True,2026-03-12T15:33:02+00:00
Les Blagis,23301,27,8,7,15,12,48.785205,2.302526,92071,Sceaux,True,True,True,2026-03-12T15:37:18+00:00
Blanqui - Docteur Bauer,34013,28,2,7,9,17,48.907735489085,2.3407192814591,93070,Saint-Ouen-sur-Seine,True,True,True,2026-03-12T15:37:52+00:00
Youri Gagarine - Commune de Paris,44008,33,1,3,4,29,48.782427463041,2.3939734697342,94081,Vitry-sur-Seine,True,True,True,2026-03-12T15:31:22+00:00
Quai de Sèvres - Manufacture Nationale,23104,28,4,4,8,20,48.828688,2.22499,92072,Sèvres,True,True,True,2026-03-12T15:37:09+00:00
Paganini - Davout,20140,22,1,1,2,20,48.85135,2.412021,75056,Paris,True,True,True,2026-03-12T15:35:19+00:00
Stalingrad - Henri Luisette,48012,26,0,0,0,26,48.78363092456589,2.366935946761926,94076,Villejuif,True,True,True,2026-03-12T15:31:41+00:00
Gare de Robinson,23303,30,0,7,7,22,48.7799259211605,2.281828634440899,92071,Sceaux,True,True,True,2026-03-12T15:38:11+00:00
Sorbier - Gasnier-Guy,20010,34,0,1,1,33,48.865217631011,2.3936596512794,75056,Paris,True,True,True,2026-03-12T15:35:14+00:00
Gare RER - Maurice Grandcoing,42022,37,20,2,22,12,48.813881,2.392429,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:36:56+00:00
Bagnolet - Place Saint-Blaise,20048,28,0,7,7,21,48.85973,2.40334,75056,Paris,True,True,True,2026-03-12T15:36:52+00:00
Strasbourg - Saint-Denis,10166,16,8,4,12,3,48.869601642433,2.3542908579111,75056,Paris,True,True,True,2026-03-12T15:30:53+00:00
République - Louis Loucheur,45004,37,5,3,8,27,48.823549261189,2.5101865455508,94017,Champigny-sur-Marne,True,True,True,2026-03-12T15:35:24+00:00
Vincent Auriol - Louise Weiss,13049,22,12,4,16,6,48.834001935501,2.3703888058662,75056,Paris,True,True,True,2026-03-12T15:38:03+00:00
André Mazet - Saint-André des Arts,6015,55,17,5,22,33,48.85375581057431,2.3390958085656166,75056,Paris,True,True,True,2026-03-12T15:32:14+00:00
Mariotte - Batignolles,17202,20,1,2,3,16,48.884571659595,2.321469503475,75056,Paris,True,True,True,2026-03-12T15:37:05+00:00
Bichat - Grange aux Belles,10202,30,3,1,4,25,48.873688,2.365015,75056,Paris,True,True,True,2026-03-12T15:37:39+00:00
Saint-Augustin,8018,45,7,4,11,33,48.8762009747008,2.319786250591278,75056,Paris,True,True,True,2026-03-12T15:34:15+00:00
Mûriers - Père Lachaise,20142,20,0,1,1,19,48.864130509668044,2.39164982067019,75056,Paris,True,True,True,2026-03-12T15:34:50+00:00
Riquet - Marx Dormoy,18010,36,1,0,1,35,48.89021003702,2.3601756244898,75056,Paris,True,True,True,2026-03-12T15:37:01+00:00
Gare - Aristide Briand,21329,29,20,2,22,5,48.821410564722,2.2555950104387,92040,Issy-les-Moulineaux,True,True,True,2026-03-12T15:35:26+00:00
Belleville -  Pré Saint-Gervais,19121,35,0,1,1,33,48.875565910073,2.3930460959673,75056,Paris,True,True,True,2026-03-12T15:35:43+00:00
Manin - Secrétan,19114,20,0,3,3,17,48.8791665,2.3787959,75056,Paris,True,True,True,2026-03-12T15:36:47+00:00
Château de Vincennes,12123,52,11,3,14,31,48.84423193255657,2.439209537709179,75056,Paris,True,True,True,2026-03-12T15:38:10+00:00
Bobillot - Tolbiac,13024,33,7,6,13,20,48.8255961335041,2.350204177200794,75056,Paris,True,True,True,2026-03-12T15:37:55+00:00
François Ponsard - La Muette,16021,23,0,2,2,21,48.8583666,2.2744515,75056,Paris,True,True,True,2026-03-12T15:37:15+00:00
Mairie de Rosny-sous-Bois,31104,30,3,24,27,3,48.871256519012,2.4865807592869,93064,Rosny-sous-Bois,True,True,True,2026-03-12T15:36:06+00:00
Danielle Casanova - Ledru-Rollin,42024,28,5,6,11,17,48.815783497876815,2.383259721100331,94041,Ivry-sur-Seine,True,True,True,2026-03-12T15:34:03+00:00
